gateway ID,node MAC,UTC timestamp,us count,frequency,RF chain,RX chain,status,size,modulation,bandwidth,datarate,coderate,RSSI,SNR,ESP,payload,gx,gy,gz,nx,ny,nz,hori_d,3d_d,i,j
B827EBFFFEEEC460,,2022-10-24 04:21:20.008Z,150667892,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-71,5.75,-72.02,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:21.510Z,152171100,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-72,7,-72.79,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:23.013Z,153674316,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-72,6.25,-72.92,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:24.516Z,155177540,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-69,6.25,-69.92,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:26.020Z,156680748,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-70,6.5,-70.88,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:27.522Z,158183964,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-72,5.75,-73.02,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:29.028Z,159687188,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-71,6.25,-71.92,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:30.529Z,161190396,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-75,5.25,-76.13,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:32.033Z,162693612,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-72,6.75,-72.83,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:33.536Z,164196836,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-71,5.75,-72.02,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
